"l","a","b","u"
0.59,-0.248818898,-0.372440945,-4.09943007016557
0.69,-0.248818898,-0.372440945,-2.40323825711877
0.79,-0.248818898,-0.372440945,-1.58189334224419
0.89,-0.248818898,-0.372440945,-1.35164930637362
0.09,-0.148818898,-0.372440945,0.0886321487447281
0.19,-0.148818898,-0.372440945,-2.65609884426045
0.29,-0.148818898,-0.372440945,-4.72435536917047
0.39,-0.148818898,-0.372440945,-5.55483321375413
0.49,-0.148818898,-0.372440945,-5.04690918923605
0.59,-0.148818898,-0.372440945,-3.42154389819183
0.69,-0.148818898,-0.372440945,-1.72535208514504
0.79,-0.148818898,-0.372440945,-0.904007170270463
0.89,-0.148818898,-0.372440945,-0.673763134399884
0.09,-0.048818898,-0.372440945,0.302964215200343
0.19,-0.048818898,-0.372440945,-2.44176677780484
0.29,-0.048818898,-0.372440945,-4.51002330271486
0.39,-0.048818898,-0.372440945,-5.34050114729851
0.49,-0.048818898,-0.372440945,-4.83257712278044
0.59,-0.048818898,-0.372440945,-3.20721183173622
0.69,-0.048818898,-0.372440945,-1.51102001868942
0.79,-0.048818898,-0.372440945,-0.689675103814848
0.89,-0.048818898,-0.372440945,-0.459431067944269
0.09,0.051181102,-0.372440945,0.0335511287935795
0.19,0.051181102,-0.372440945,-2.7111798642116
0.29,0.051181102,-0.372440945,-4.77943638912162
0.39,0.051181102,-0.372440945,-5.60991423370528
0.49,0.051181102,-0.372440945,-5.1019902091872
0.59,0.051181102,-0.372440945,-3.47662491814298
0.69,0.051181102,-0.372440945,-1.78043310509618
0.79,0.051181102,-0.372440945,-0.959088190221611
0.89,0.051181102,-0.372440945,-0.728844154351032
0.09,0.151181102,-0.372440945,-0.620694437848964
0.19,0.151181102,-0.372440945,-3.36542543085415
0.29,0.151181102,-0.372440945,-5.43368195576417
0.39,0.151181102,-0.372440945,-6.26415980034782
0.49,0.151181102,-0.372440945,-5.75623577582975
0.59,0.151181102,-0.372440945,-4.13087048478553
0.69,0.151181102,-0.372440945,-2.43467867173873
0.79,0.151181102,-0.372440945,-1.61333375686415
0.89,0.151181102,-0.372440945,-1.38308972099358
0.09,0.251181102,-0.372440945,-1.08444493221722
0.19,0.251181102,-0.372440945,-3.8291759252224
0.29,0.251181102,-0.372440945,-5.89743245013242
0.39,0.251181102,-0.372440945,-6.72791029471608
0.49,0.251181102,-0.372440945,-6.219986270198
0.59,0.251181102,-0.372440945,-4.59462097915379
0.69,0.251181102,-0.372440945,-2.89842916610699
0.79,0.251181102,-0.372440945,-2.07708425123241
0.89,0.251181102,-0.372440945,-1.84684021536183
0.09,0.351181102,-0.372440945,-0.663269081830276
0.19,0.351181102,-0.372440945,-3.40800007483546
0.29,0.351181102,-0.372440945,-5.47625659974548
0.39,0.351181102,-0.372440945,-6.30673444432913
0.49,0.351181102,-0.372440945,-5.79881041981106
0.59,0.351181102,-0.372440945,-4.17344512876684
0.69,0.351181102,-0.372440945,-2.47725331572004
0.79,0.351181102,-0.372440945,-1.65590840084547
0.89,0.351181102,-0.372440945,-1.42566436497489
0.09,0.451181102,-0.372440945,1.08991270560963
0.19,0.451181102,-0.372440945,-1.65481828739555
0.29,0.451181102,-0.372440945,-3.72307481230557
0.39,0.451181102,-0.372440945,-4.55355265688922
0.49,0.451181102,-0.372440945,-4.04562863237115
0.59,0.451181102,-0.372440945,-2.42026334132693
0.69,0.451181102,-0.372440945,-0.724071528280129
0.79,0.451181102,-0.372440945,0.097273386594444
0.89,0.451181102,-0.372440945,0.327517422465023
0.09,0.551181102,-0.372440945,3.63277330166761
0.19,0.551181102,-0.372440945,0.888042308662431
0.29,0.551181102,-0.372440945,-1.18021421624759
0.39,0.551181102,-0.372440945,-2.01069206083125
0.49,0.551181102,-0.372440945,-1.50276803631317
0.59,0.551181102,-0.372440945,0.122597254731049
0.69,0.551181102,-0.372440945,1.81878906777785
0.79,0.551181102,-0.372440945,2.64013398265242
0.89,0.551181102,-0.372440945,2.870378018523
0.09,-0.448818898,-0.272440945,-4.7816490469307
0.19,-0.448818898,-0.272440945,-7.52638003993588
0.29,-0.448818898,-0.272440945,-9.5946365648459
0.39,-0.448818898,-0.272440945,-10.4251144094296
0.49,-0.448818898,-0.272440945,-9.91719038491149
0.59,-0.448818898,-0.272440945,-8.29182509386727
0.69,-0.448818898,-0.272440945,-6.59563328082047
0.79,-0.448818898,-0.272440945,-5.77428836594589
0.89,-0.448818898,-0.272440945,-5.54404433007531
0.09,-0.348818898,-0.272440945,-3.4723000346533
0.19,-0.348818898,-0.272440945,-6.21703102765849
0.29,-0.348818898,-0.272440945,-8.28528755256851
0.39,-0.348818898,-0.272440945,-9.11576539715216
0.49,-0.348818898,-0.272440945,-8.60784137263409
0.59,-0.348818898,-0.272440945,-6.98247608158987
0.69,-0.348818898,-0.272440945,-5.28628426854307
0.79,-0.348818898,-0.272440945,-4.46493935366849
0.89,-0.348818898,-0.272440945,-4.23469531779792
0.09,-0.248818898,-0.272440945,-2.38463255146283
0.19,-0.248818898,-0.272440945,-5.12936354446801
0.29,-0.248818898,-0.272440945,-7.19762006937803
0.39,-0.248818898,-0.272440945,-8.02809791396169
0.49,-0.248818898,-0.272440945,-7.52017388944361
0.59,-0.248818898,-0.272440945,-5.8948085983994
0.69,-0.248818898,-0.272440945,-4.1986167853526
0.79,-0.248818898,-0.272440945,-3.37727187047802
0.89,-0.248818898,-0.272440945,-3.14702783460744
0.09,-0.148818898,-0.272440945,-1.7067463794891
0.19,-0.148818898,-0.272440945,-4.45147737249428
0.29,-0.148818898,-0.272440945,-6.5197338974043
0.39,-0.148818898,-0.272440945,-7.35021174198796
0.49,-0.148818898,-0.272440945,-6.84228771746988
0.59,-0.148818898,-0.272440945,-5.21692242642566
0.69,-0.148818898,-0.272440945,-3.52073061337887
0.79,-0.148818898,-0.272440945,-2.69938569850429
0.89,-0.148818898,-0.272440945,-2.46914166263371
0.09,-0.048818898,-0.272440945,-1.49241431303349
0.19,-0.048818898,-0.272440945,-4.23714530603867
0.29,-0.048818898,-0.272440945,-6.30540183094869
0.39,-0.048818898,-0.272440945,-7.13587967553234
0.49,-0.048818898,-0.272440945,-6.62795565101427
0.59,-0.048818898,-0.272440945,-5.00259035997005
0.69,-0.048818898,-0.272440945,-3.30639854692325
0.79,-0.048818898,-0.272440945,-2.48505363204868
0.89,-0.048818898,-0.272440945,-2.2548095961781
0.09,0.051181102,-0.272440945,-1.76182739944025
0.19,0.051181102,-0.272440945,-4.50655839244543
0.29,0.051181102,-0.272440945,-6.57481491735545
0.39,0.051181102,-0.272440945,-7.40529276193911
0.49,0.051181102,-0.272440945,-6.89736873742103
0.59,0.051181102,-0.272440945,-5.27200344637681
0.69,0.051181102,-0.272440945,-3.57581163333001
0.79,0.051181102,-0.272440945,-2.75446671845544
0.89,0.051181102,-0.272440945,-2.52422268258486
0.09,0.151181102,-0.272440945,-2.41607296608279
0.19,0.151181102,-0.272440945,-5.16080395908797
0.29,0.151181102,-0.272440945,-7.229060483998
0.39,0.151181102,-0.272440945,-8.05953832858165
0.49,0.151181102,-0.272440945,-7.55161430406358
0.59,0.151181102,-0.272440945,-5.92624901301936
0.69,0.151181102,-0.272440945,-4.23005719997256
0.79,0.151181102,-0.272440945,-3.40871228509798
0.89,0.151181102,-0.272440945,-3.17846824922741
0.09,0.251181102,-0.272440945,-2.87982346045105
0.19,0.251181102,-0.272440945,-5.62455445345623
0.29,0.251181102,-0.272440945,-7.69281097836625
0.39,0.251181102,-0.272440945,-8.52328882294991
0.49,0.251181102,-0.272440945,-8.01536479843183
0.59,0.251181102,-0.272440945,-6.38999950738762
0.69,0.251181102,-0.272440945,-4.69380769434082
0.79,0.251181102,-0.272440945,-3.87246277946624
0.89,0.251181102,-0.272440945,-3.64221874359566
0.09,0.351181102,-0.272440945,-2.45864761006411
0.19,0.351181102,-0.272440945,-5.20337860306929
0.29,0.351181102,-0.272440945,-7.27163512797931
0.39,0.351181102,-0.272440945,-8.10211297256296
0.49,0.351181102,-0.272440945,-7.59418894804489
0.59,0.351181102,-0.272440945,-5.96882365700067
0.69,0.351181102,-0.272440945,-4.27263184395387
0.79,0.351181102,-0.272440945,-3.4512869290793
0.89,0.351181102,-0.272440945,-3.22104289320872
0.09,0.451181102,-0.272440945,-0.705465822624195
0.19,0.451181102,-0.272440945,-3.45019681562938
0.29,0.451181102,-0.272440945,-5.5184533405394
0.39,0.451181102,-0.272440945,-6.34893118512305
0.49,0.451181102,-0.272440945,-5.84100716060498
0.59,0.451181102,-0.272440945,-4.21564186956076
0.69,0.451181102,-0.272440945,-2.51945005651396
0.79,0.451181102,-0.272440945,-1.69810514163939
0.89,0.451181102,-0.272440945,-1.46786110576881
0.09,0.551181102,-0.272440945,1.83739477343378
0.19,0.551181102,-0.272440945,-0.907336219571399
0.29,0.551181102,-0.272440945,-2.97559274448142
0.39,0.551181102,-0.272440945,-3.80607058906508
0.49,0.551181102,-0.272440945,-3.298146564547
0.59,0.551181102,-0.272440945,-1.67278127350278
0.69,0.551181102,-0.272440945,0.0234105395440185
0.79,0.551181102,-0.272440945,0.844755454418592
0.89,0.551181102,-0.272440945,1.07499949028917
0.09,-0.448818898,-0.172440945,-4.63489279155055
0.19,-0.448818898,-0.172440945,-7.37962378455574
0.29,-0.448818898,-0.172440945,-9.44788030946576
0.39,-0.448818898,-0.172440945,-10.2783581540494
0.49,-0.448818898,-0.172440945,-9.77043412953134
0.59,-0.448818898,-0.172440945,-8.14506883848712
0.69,-0.448818898,-0.172440945,-6.44887702544032
0.79,-0.448818898,-0.172440945,-5.62753211056575
0.89,-0.448818898,-0.172440945,-5.39728807469517
0.09,-0.348818898,-0.172440945,-3.32554377927316
0.19,-0.348818898,-0.172440945,-6.07027477227834
0.29,-0.348818898,-0.172440945,-8.13853129718836
0.39,-0.348818898,-0.172440945,-8.96900914177201
0.49,-0.348818898,-0.172440945,-8.46108511725394
0.59,-0.348818898,-0.172440945,-6.83571982620972
0.69,-0.348818898,-0.172440945,-5.13952801316292
0.79,-0.348818898,-0.172440945,-4.31818309828835
0.89,-0.348818898,-0.172440945,-4.08793906241777
0.09,-0.248818898,-0.172440945,-2.23787629608268
0.19,-0.248818898,-0.172440945,-4.98260728908787
0.29,-0.248818898,-0.172440945,-7.05086381399789
0.39,-0.248818898,-0.172440945,-7.88134165858154
0.49,-0.248818898,-0.172440945,-7.37341763406347
0.59,-0.248818898,-0.172440945,-5.74805234301925
0.69,-0.248818898,-0.172440945,-4.05186052997245
0.79,-0.248818898,-0.172440945,-3.23051561509788
0.89,-0.248818898,-0.172440945,-3.0002715792273
0.09,-0.148818898,-0.172440945,-1.55999012410895
0.19,-0.148818898,-0.172440945,-4.30472111711413
0.29,-0.148818898,-0.172440945,-6.37297764202416
0.39,-0.148818898,-0.172440945,-7.20345548660781
0.49,-0.148818898,-0.172440945,-6.69553146208974
0.59,-0.148818898,-0.172440945,-5.07016617104552
0.69,-0.148818898,-0.172440945,-3.37397435799872
0.79,-0.148818898,-0.172440945,-2.55262944312414
0.89,-0.148818898,-0.172440945,-2.32238540725357
0.09,-0.048818898,-0.172440945,-1.34565805765334
0.19,-0.048818898,-0.172440945,-4.09038905065852
0.29,-0.048818898,-0.172440945,-6.15864557556854
0.39,-0.048818898,-0.172440945,-6.9891234201522
0.49,-0.048818898,-0.172440945,-6.48119939563412
0.59,-0.048818898,-0.172440945,-4.8558341045899
0.69,-0.048818898,-0.172440945,-3.1596422915431
0.79,-0.048818898,-0.172440945,-2.33829737666853
0.89,-0.048818898,-0.172440945,-2.10805334079795
0.09,0.051181102,-0.172440945,-1.6150711440601
0.19,0.051181102,-0.172440945,-4.35980213706528
0.29,0.051181102,-0.172440945,-6.4280586619753
0.39,0.051181102,-0.172440945,-7.25853650655896
0.49,0.051181102,-0.172440945,-6.75061248204088
0.59,0.051181102,-0.172440945,-5.12524719099667
0.69,0.051181102,-0.172440945,-3.42905537794987
0.79,0.051181102,-0.172440945,-2.60771046307529
0.89,0.051181102,-0.172440945,-2.37746642720471
0.09,0.151181102,-0.172440945,-2.26931671070265
0.19,0.151181102,-0.172440945,-5.01404770370783
0.29,0.151181102,-0.172440945,-7.08230422861785
0.39,0.151181102,-0.172440945,-7.9127820732015
0.49,0.151181102,-0.172440945,-7.40485804868343
0.59,0.151181102,-0.172440945,-5.77949275763921
0.69,0.151181102,-0.172440945,-4.08330094459241
0.79,0.151181102,-0.172440945,-3.26195602971784
0.89,0.151181102,-0.172440945,-3.03171199384726
0.09,0.251181102,-0.172440945,-2.7330672050709
0.19,0.251181102,-0.172440945,-5.47779819807609
0.29,0.251181102,-0.172440945,-7.54605472298611
0.39,0.251181102,-0.172440945,-8.37653256756976
0.49,0.251181102,-0.172440945,-7.86860854305169
0.59,0.251181102,-0.172440945,-6.24324325200747
0.69,0.251181102,-0.172440945,-4.54705143896067
0.79,0.251181102,-0.172440945,-3.72570652408609
0.89,0.251181102,-0.172440945,-3.49546248821552
0.09,0.351181102,-0.172440945,-2.31189135468396
0.19,0.351181102,-0.172440945,-5.05662234768914
0.29,0.351181102,-0.172440945,-7.12487887259916
0.39,0.351181102,-0.172440945,-7.95535671718282
0.49,0.351181102,-0.172440945,-7.44743269266474
0.59,0.351181102,-0.172440945,-5.82206740162052
0.69,0.351181102,-0.172440945,-4.12587558857372
0.79,0.351181102,-0.172440945,-3.30453067369915
0.89,0.351181102,-0.172440945,-3.07428663782857
0.09,0.451181102,-0.172440945,-0.558709567244047
0.19,0.451181102,-0.172440945,-3.30344056024923
0.29,0.451181102,-0.172440945,-5.37169708515925
0.39,0.451181102,-0.172440945,-6.2021749297429
0.49,0.451181102,-0.172440945,-5.69425090522483
0.59,0.451181102,-0.172440945,-4.06888561418061
0.69,0.451181102,-0.172440945,-2.37269380113381
0.79,0.451181102,-0.172440945,-1.55134888625924
0.89,0.451181102,-0.172440945,-1.32110485038866
0.09,0.551181102,-0.172440945,1.98415102881393
0.19,0.551181102,-0.172440945,-0.760579964191251
0.29,0.551181102,-0.172440945,-2.82883648910127
0.39,0.551181102,-0.172440945,-3.65931433368493
0.49,0.551181102,-0.172440945,-3.15139030916685
0.59,0.551181102,-0.172440945,-1.52602501812263
0.69,0.551181102,-0.172440945,0.170166794924167
0.79,0.551181102,-0.172440945,0.99151170979874
0.89,0.551181102,-0.172440945,1.22175574566932
0.09,-0.448818898,-0.072440945,-3.55335574865395
0.19,-0.448818898,-0.072440945,-6.29808674165913
0.29,-0.448818898,-0.072440945,-8.36634326656915
0.39,-0.448818898,-0.072440945,-9.1968211111528
0.49,-0.448818898,-0.072440945,-8.68889708663473
0.59,-0.448818898,-0.072440945,-7.06353179559051
0.69,-0.448818898,-0.072440945,-5.36733998254371
0.79,-0.448818898,-0.072440945,-4.54599506766914
0.89,-0.448818898,-0.072440945,-4.31575103179856
0.09,-0.348818898,-0.072440945,-2.24400673637655
0.19,-0.348818898,-0.072440945,-4.98873772938173
0.29,-0.348818898,-0.072440945,-7.05699425429175
0.39,-0.348818898,-0.072440945,-7.88747209887541
0.49,-0.348818898,-0.072440945,-7.37954807435733
0.59,-0.348818898,-0.072440945,-5.75418278331311
0.69,-0.348818898,-0.072440945,-4.05799097026631
0.79,-0.348818898,-0.072440945,-3.23664605539174
0.89,-0.348818898,-0.072440945,-3.00640201952116
0.09,-0.248818898,-0.072440945,-1.15633925318608
0.19,-0.248818898,-0.072440945,-3.90107024619126
0.29,-0.248818898,-0.072440945,-5.96932677110128
0.39,-0.248818898,-0.072440945,-6.79980461568493
0.49,-0.248818898,-0.072440945,-6.29188059116686
0.59,-0.248818898,-0.072440945,-4.66651530012264
0.69,-0.248818898,-0.072440945,-2.97032348707584
0.79,-0.248818898,-0.072440945,-2.14897857220127
0.89,-0.248818898,-0.072440945,-1.91873453633069
0.09,-0.148818898,-0.072440945,-0.478453081212345
0.19,-0.148818898,-0.072440945,-3.22318407421753
0.29,-0.148818898,-0.072440945,-5.29144059912755
0.39,-0.148818898,-0.072440945,-6.1219184437112
0.49,-0.148818898,-0.072440945,-5.61399441919313
0.59,-0.148818898,-0.072440945,-3.98862912814891
0.69,-0.148818898,-0.072440945,-2.29243731510211
0.79,-0.148818898,-0.072440945,-1.47109240022754
0.89,-0.148818898,-0.072440945,-1.24084836435696
0.09,-0.048818898,-0.072440945,-0.26412101475673
0.19,-0.048818898,-0.072440945,-3.00885200776191
0.29,-0.048818898,-0.072440945,-5.07710853267193
0.39,-0.048818898,-0.072440945,-5.90758637725559
0.49,-0.048818898,-0.072440945,-5.39966235273751
0.59,-0.048818898,-0.072440945,-3.77429706169329
0.69,-0.048818898,-0.072440945,-2.07810524864649
0.79,-0.048818898,-0.072440945,-1.25676033377192
0.89,-0.048818898,-0.072440945,-1.02651629790134
0.09,0.051181102,-0.072440945,-0.533534101163494
0.19,0.051181102,-0.072440945,-3.27826509416868
0.29,0.051181102,-0.072440945,-5.3465216190787
0.39,0.051181102,-0.072440945,-6.17699946366235
0.49,0.051181102,-0.072440945,-5.66907543914428
0.59,0.051181102,-0.072440945,-4.04371014810006
0.69,0.051181102,-0.072440945,-2.34751833505326
0.79,0.051181102,-0.072440945,-1.52617342017868
0.89,0.051181102,-0.072440945,-1.29592938430811
0.09,0.151181102,-0.072440945,-1.18777966780604
0.19,0.151181102,-0.072440945,-3.93251066081122
0.29,0.151181102,-0.072440945,-6.00076718572124
0.39,0.151181102,-0.072440945,-6.8312450303049
0.49,0.151181102,-0.072440945,-6.32332100578682
0.59,0.151181102,-0.072440945,-4.6979557147426
0.69,0.151181102,-0.072440945,-3.0017639016958
0.79,0.151181102,-0.072440945,-2.18041898682123
0.89,0.151181102,-0.072440945,-1.95017495095065
0.09,0.251181102,-0.072440945,-1.6515301621743
0.19,0.251181102,-0.072440945,-4.39626115517948
0.29,0.251181102,-0.072440945,-6.4645176800895
0.39,0.251181102,-0.072440945,-7.29499552467315
0.49,0.251181102,-0.072440945,-6.78707150015508
0.59,0.251181102,-0.072440945,-5.16170620911086
0.69,0.251181102,-0.072440945,-3.46551439606406
0.79,0.251181102,-0.072440945,-2.64416948118949
0.89,0.251181102,-0.072440945,-2.41392544531891
0.09,0.351181102,-0.072440945,-1.23035431178735
0.19,0.351181102,-0.072440945,-3.97508530479253
0.29,0.351181102,-0.072440945,-6.04334182970255
0.39,0.351181102,-0.072440945,-6.87381967428621
0.49,0.351181102,-0.072440945,-6.36589564976813
0.59,0.351181102,-0.072440945,-4.74053035872391
0.69,0.351181102,-0.072440945,-3.04433854567711
0.79,0.351181102,-0.072440945,-2.22299363080254
0.89,0.351181102,-0.072440945,-1.99274959493196
0.09,0.451181102,-0.072440945,0.522827475652561
0.19,0.451181102,-0.072440945,-2.22190351735262
0.29,0.451181102,-0.072440945,-4.29016004226264
0.39,0.451181102,-0.072440945,-5.1206378868463
0.49,0.451181102,-0.072440945,-4.61271386232822
0.59,0.451181102,-0.072440945,-2.987348571284
0.69,0.451181102,-0.072440945,-1.2911567582372
0.79,0.451181102,-0.072440945,-0.469811843362629
0.89,0.451181102,-0.072440945,-0.239567807492051
0.09,0.551181102,-0.072440945,3.06568807171054
0.19,0.551181102,-0.072440945,0.320957078705357
0.29,0.551181102,-0.072440945,-1.74729944620466
0.39,0.551181102,-0.072440945,-2.57777729078832
0.49,0.551181102,-0.072440945,-2.06985326627024
0.59,0.551181102,-0.072440945,-0.444487975226024
0.69,0.551181102,-0.072440945,1.25170383782077
0.79,0.551181102,-0.072440945,2.07304875269535
0.89,0.551181102,-0.072440945,2.30329278856593
0.09,-0.448818898,0.027559055,-2.9353027233472
0.19,-0.448818898,0.027559055,-5.68003371635238
0.29,-0.448818898,0.027559055,-7.7482902412624
0.39,-0.448818898,0.027559055,-8.57876808584606
0.49,-0.448818898,0.027559055,-8.07084406132798
0.59,-0.448818898,0.027559055,-6.44547877028376
0.69,-0.448818898,0.027559055,-4.74928695723696
0.79,-0.448818898,0.027559055,-3.92794204236239
0.89,-0.448818898,0.027559055,-3.69769800649181
0.09,-0.348818898,0.027559055,-1.6259537110698
0.19,-0.348818898,0.027559055,-4.37068470407498
0.29,-0.348818898,0.027559055,-6.438941228985
0.39,-0.348818898,0.027559055,-7.26941907356866
0.49,-0.348818898,0.027559055,-6.76149504905058
0.59,-0.348818898,0.027559055,-5.13612975800636
0.69,-0.348818898,0.027559055,-3.43993794495956
0.79,-0.348818898,0.027559055,-2.61859303008499
0.89,-0.348818898,0.027559055,-2.38834899421441
0.09,-0.248818898,0.027559055,-0.538286227879329
0.19,-0.248818898,0.027559055,-3.28301722088451
0.29,-0.248818898,0.027559055,-5.35127374579453
0.39,-0.248818898,0.027559055,-6.18175159037819
0.49,-0.248818898,0.027559055,-5.67382756586011
0.59,-0.248818898,0.027559055,-4.04846227481589
0.69,-0.248818898,0.027559055,-2.35227046176909
0.79,-0.248818898,0.027559055,-1.53092554689452
0.89,-0.248818898,0.027559055,-1.30068151102394
0.09,-0.148818898,0.027559055,0.139599944094402
0.19,-0.148818898,0.027559055,-2.60513104891078
0.29,-0.148818898,0.027559055,-4.6733875738208
0.39,-0.148818898,0.027559055,-5.50386541840446
0.49,-0.148818898,0.027559055,-4.99594139388638
0.59,-0.148818898,0.027559055,-3.37057610284216
0.69,-0.148818898,0.027559055,-1.67438428979536
0.79,-0.148818898,0.027559055,-0.853039374920789
0.89,-0.148818898,0.027559055,-0.62279533905021
